date,store_city,product_name,brand,units_sold,unit_price_inr,stock_on_hand,restock_lead_time_days,promotion_flag,sale_event
2024-05-15,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1478.47,66,7,0,none
2024-05-15,Bangalore,Samsung Galaxy M14 5G,Samsung,13,13949.68,40,6,0,none
2024-05-15,Bangalore,Noise ColorFit Pulse 2,Noise,19,1636.92,58,6,0,none
2024-05-15,Bangalore,JBL Go 3,JBL,16,2208.09,46,4,0,none
2024-05-15,Delhi,boAt Airdopes 141,boAt,27,1307.68,100,5,0,none
2024-05-15,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1494.34,57,7,1,none
2024-05-15,Delhi,Samsung Galaxy M14 5G,Samsung,13,14171.2,56,3,0,none
2024-05-15,Delhi,Noise ColorFit Pulse 2,Noise,17,1600.23,59,6,0,none
2024-05-15,Delhi,JBL Go 3,JBL,19,2180.08,67,3,0,none
2024-05-16,Mumbai,boAt Airdopes 141,boAt,29,1272.02,120,6,0,none
2024-05-16,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,17,1507.35,62,6,0,none
2024-05-16,Mumbai,Samsung Galaxy M14 5G,Samsung,11,14089.42,,7,0,none
2024-05-16,Mumbai,Noise ColorFit Pulse 2,Noise,19,1618.1,85,7,0,none
2024-05-16,Mumbai,JBL Go 3,JBL,96,2194.68,405,4,0,none
2024-05-16,Bangalore,boAt Airdopes 141,boAt,25,1323.4,85,7,0,none
2024-05-16,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,13,1464.58,,7,0,none
2024-05-16,Bangalore,Samsung Galaxy M14 5G,Samsung,52,13841.73,139,6,0,none
2024-05-16,Bangalore,Noise ColorFit Pulse 2,Noise,14,1625.33,39,4,0,none
2024-05-16,Bangalore,JBL Go 3,JBL,17,2243.05,83,7,0,none
2024-05-16,Delhi,boAt Airdopes 141,boAt,25,1339.16,123,7,0,none
2024-05-16,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1538.53,54,4,0,none
2024-05-16,Delhi,Samsung Galaxy M14 5G,Samsung,15,14006.9,59,7,0,none
2024-05-16,Delhi,Noise ColorFit Pulse 2,Noise,20,1556.28,77,4,0,none
2024-05-16,Delhi,JBL Go 3,JBL,16,2223.98,61,6,0,none
2024-05-17,Mumbai,boAt Airdopes 141,boAt,29,1321.28,111,3,0,none
2024-05-17,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,13,1517.42,59,5,0,none
2024-05-17,Mumbai,Samsung Galaxy M14 5G,Samsung,14,13890.53,44,3,0,none
2024-05-17,Mumbai,Noise ColorFit Pulse 2,Noise,16,1550.29,56,6,0,none
2024-05-17,Mumbai,JBL Go 3,JBL,16,2222.47,66,6,0,none
2024-05-17,Bangalore,boAt Airdopes 141,boAt,125,1278.94,508,3,0,none
2024-05-17,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1516.43,76,4,0,none
2024-05-17,Bangalore,Samsung Galaxy M14 5G,Samsung,11,14091.04,29,4,0,none
2024-05-17,Bangalore,Noise ColorFit Pulse 2,Noise,17,1644.75,78,6,0,none
2024-05-17,Bangalore,JBL Go 3,JBL,18,2227.86,84,4,0,none
2024-05-17,Delhi,boAt Airdopes 141,boAt,24,1309.97,91,7,0,none
2024-05-17,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,13,1486.5,58,4,0,none
2024-05-17,Delhi,Samsung Galaxy M14 5G,Samsung,12,13996.24,51,5,0,none
2024-05-17,Delhi,Noise ColorFit Pulse 2,Noise,17,1560.71,69,6,1,none
2024-05-17,Delhi,JBL Go 3,JBL,18,2176.67,65,6,0,none
2024-05-18,Mumbai,boAt Airdopes 141,boAt,31,1274.59,85,7,0,none
2024-05-18,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,18,,69,3,0,none
2024-05-18,Mumbai,Samsung Galaxy M14 5G,Samsung,15,13990.5,,3,0,none
2024-05-18,Mumbai,Noise ColorFit Pulse 2,Noise,24,1646.97,105,4,0,none
2024-05-18,Mumbai,JBL Go 3,JBL,18,2210.75,70,6,0,none
2024-05-18,Bangalore,boAt Airdopes 141,boAt,30,1316.31,148,3,0,none
2024-05-18,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,17,1457.99,75,3,0,none
2024-05-18,Bangalore,Samsung Galaxy M14 5G,Samsung,14,13848.64,64,7,0,none
2024-05-18,Bangalore,Noise ColorFit Pulse 2,Noise,20,1645.88,77,5,0,none
2024-05-18,Bangalore,JBL Go 3,JBL,17,2178.36,66,5,0,none
2024-05-18,Delhi,boAt Airdopes 141,boAt,32,1309.79,144,7,0,none
2024-05-18,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,18,1455.26,,7,0,none
2024-05-18,Delhi,Samsung Galaxy M14 5G,Samsung,17,14190.66,44,5,0,none
2024-05-18,Delhi,Noise ColorFit Pulse 2,Noise,21,1648.55,84,4,0,none
2024-05-18,Delhi,JBL Go 3,JBL,21,2218.66,99,3,0,none
2024-05-19,Mumbai,boAt Airdopes 141,boAt,30,1283.34,99,4,0,none
2024-05-19,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,18,1546.84,47,6,0,none
2024-05-19,Mumbai,Samsung Galaxy M14 5G,Samsung,14,13943.32,68,4,0,none
2024-05-19,Mumbai,Noise ColorFit Pulse 2,Noise,,1606.76,55,7,0,none
2024-05-19,Mumbai,JBL Go 3,JBL,20,2233.99,70,5,0,none
2024-05-19,Bangalore,boAt Airdopes 141,boAt,31,1271.79,140,6,0,none
2024-05-19,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1458.93,53,3,0,none
2024-05-19,Bangalore,Samsung Galaxy M14 5G,Samsung,17,13867.06,62,3,0,none
2024-05-19,Bangalore,Noise ColorFit Pulse 2,Noise,22,1609.01,102,6,0,none
2024-05-19,Bangalore,JBL Go 3,JBL,16,2149.41,74,4,0,none
2024-05-19,Delhi,boAt Airdopes 141,boAt,,1266.03,84,3,0,none
2024-05-19,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,16,1545.24,71,5,0,none
2024-05-19,Delhi,Samsung Galaxy M14 5G,Samsung,17,13847.59,77,7,1,none
2024-05-19,Delhi,Noise ColorFit Pulse 2,Noise,23,1625.97,92,6,0,none
2024-05-19,Delhi,JBL Go 3,JBL,15,2197.4,70,4,1,none
2024-05-20,Mumbai,boAt Airdopes 141,boAt,26,1318.48,100,6,0,none
2024-05-20,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1545.23,63,7,0,none
2024-05-20,Mumbai,Samsung Galaxy M14 5G,Samsung,14,14072.59,67,6,0,none
2024-05-20,Mumbai,Noise ColorFit Pulse 2,Noise,18,1608.16,62,6,1,none
2024-05-20,Mumbai,JBL Go 3,JBL,16,2233.02,45,7,0,none
2024-05-20,Bangalore,boAt Airdopes 141,boAt,22,1305.07,71,4,0,none
2024-05-20,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1510.28,59,6,0,none
2024-05-20,Bangalore,Samsung Galaxy M14 5G,Samsung,10,14020.14,27,7,0,none
2024-05-20,Bangalore,Noise ColorFit Pulse 2,Noise,18,1603.17,68,7,0,none
2024-05-20,Bangalore,JBL Go 3,JBL,16,2192.57,65,6,0,none
2024-05-20,Delhi,boAt Airdopes 141,boAt,21,1317.29,94,4,0,none
2024-05-20,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1523.33,38,4,0,none
2024-05-20,Delhi,Samsung Galaxy M14 5G,Samsung,13,13870.61,58,5,0,none
2024-05-20,Delhi,Noise ColorFit Pulse 2,Noise,17,1565.4,68,7,0,none
2024-05-20,Delhi,JBL Go 3,JBL,17,2240.38,62,5,0,none
2024-05-21,Mumbai,boAt Airdopes 141,boAt,23,1303.12,62,4,0,none
2024-05-21,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,15,1512.14,72,4,0,none
2024-05-21,Mumbai,Samsung Galaxy M14 5G,Samsung,13,13838.81,43,7,0,none
2024-05-21,Mumbai,Noise ColorFit Pulse 2,Noise,15,1559.84,59,6,0,none
2024-05-21,Mumbai,JBL Go 3,JBL,20,2156.79,78,3,0,none
2024-05-21,Bangalore,boAt Airdopes 141,boAt,,1261.15,100,5,0,none
2024-05-21,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1525.9,55,4,0,none
2024-05-21,Bangalore,Samsung Galaxy M14 5G,Samsung,12,14086.73,41,7,0,none
2024-05-21,Bangalore,Noise ColorFit Pulse 2,Noise,18,1639.8,70,5,0,none
2024-05-21,Bangalore,JBL Go 3,JBL,15,,71,7,0,none
2024-05-21,Delhi,boAt Airdopes 141,boAt,31,1292.93,83,5,0,none
2024-05-21,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1449.23,74,4,0,none
2024-05-21,Delhi,Samsung Galaxy M14 5G,Samsung,12,14126.36,35,3,0,none
2024-05-21,Delhi,Noise ColorFit Pulse 2,Noise,19,1617.34,59,6,0,none
2024-05-21,Delhi,JBL Go 3,JBL,13,2197.9,50,6,0,none
2024-05-22,Mumbai,boAt Airdopes 141,boAt,,1306.03,115,3,1,none
2024-05-22,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1495.32,42,5,0,none
2024-05-22,Mumbai,Samsung Galaxy M14 5G,Samsung,12,13985.09,40,6,0,none
2024-05-22,Mumbai,Noise ColorFit Pulse 2,Noise,17,1634.83,47,3,0,none
2024-05-22,Mumbai,JBL Go 3,JBL,16,2246.67,76,6,0,none
2024-05-22,Bangalore,boAt Airdopes 141,boAt,26,1290.93,73,4,1,none
2024-05-22,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,13,1451.79,52,5,0,none
2024-05-22,Bangalore,Samsung Galaxy M14 5G,Samsung,13,13808.28,43,6,0,none
2024-05-22,Bangalore,Noise ColorFit Pulse 2,Noise,18,1575.56,79,7,0,none
2024-05-22,Bangalore,JBL Go 3,JBL,18,2206.17,,7,0,none
2024-05-22,Delhi,boAt Airdopes 141,boAt,24,1321.86,110,4,0,none
2024-05-22,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1512.4,70,7,0,none
2024-05-22,Delhi,Samsung Galaxy M14 5G,Samsung,13,14144.8,37,3,0,none
2024-05-22,Delhi,Noise ColorFit Pulse 2,Noise,19,1646.44,,3,0,none
2024-05-22,Delhi,JBL Go 3,JBL,19,2161.43,86,6,0,none
2024-05-23,Mumbai,boAt Airdopes 141,boAt,24,1324.31,72,7,0,none
2024-05-23,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,16,1485.95,71,3,0,none
2024-05-23,Mumbai,Samsung Galaxy M14 5G,Samsung,11,,35,3,0,none
2024-05-23,Mumbai,Noise ColorFit Pulse 2,Noise,19,1588.07,76,3,0,none
2024-05-23,Mumbai,JBL Go 3,JBL,15,2222.05,,7,0,none
2024-05-23,Bangalore,boAt Airdopes 141,boAt,22,1321.13,80,6,0,none
2024-05-23,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1492.22,68,3,0,none
2024-05-23,Bangalore,Samsung Galaxy M14 5G,Samsung,14,14003.52,52,4,0,none
2024-05-23,Bangalore,Noise ColorFit Pulse 2,Noise,20,,64,4,0,none
2024-05-23,Bangalore,JBL Go 3,JBL,16,2227.08,76,7,0,none
2024-05-23,Delhi,boAt Airdopes 141,boAt,28,1333.23,73,4,0,none
2024-05-23,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,,1507.97,61,6,0,none
2024-05-23,Delhi,Samsung Galaxy M14 5G,Samsung,12,14036.37,55,4,1,none
2024-05-23,Delhi,Noise ColorFit Pulse 2,Noise,18,1594.26,79,7,0,none
2024-05-23,Delhi,JBL Go 3,JBL,19,2214.07,66,3,0,none
2024-05-24,Mumbai,boAt Airdopes 141,boAt,22,1311.09,94,3,1,none
2024-05-24,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,15,,70,3,0,none
2024-05-24,Mumbai,Samsung Galaxy M14 5G,Samsung,13,13973.61,35,6,0,none
2024-05-24,Mumbai,Noise ColorFit Pulse 2,Noise,18,1646.48,73,6,0,none
2024-05-24,Mumbai,JBL Go 3,JBL,15,2179.73,43,3,0,none
2024-05-24,Bangalore,boAt Airdopes 141,boAt,26,1273.29,111,6,0,none
2024-05-24,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1484.67,40,5,0,none
2024-05-24,Bangalore,Samsung Galaxy M14 5G,Samsung,12,13916.47,59,3,0,none
2024-05-24,Bangalore,Noise ColorFit Pulse 2,Noise,19,1558.11,48,5,0,none
2024-05-24,Bangalore,JBL Go 3,JBL,13,2189.63,63,4,0,none
2024-05-24,Delhi,boAt Airdopes 141,boAt,,1329.1,88,4,0,none
2024-05-24,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1504.03,55,4,0,none
2024-05-24,Delhi,Samsung Galaxy M14 5G,Samsung,14,,67,7,0,none
2024-05-24,Delhi,Noise ColorFit Pulse 2,Noise,16,1582.46,50,7,0,none
2024-05-24,Delhi,JBL Go 3,JBL,16,2228.35,43,6,0,none
2024-05-25,Mumbai,boAt Airdopes 141,boAt,,1282.21,94,5,0,none
2024-05-25,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,18,1462.14,73,3,0,none
2024-05-25,Mumbai,Samsung Galaxy M14 5G,Samsung,15,14165.45,65,7,0,none
2024-05-25,Mumbai,Noise ColorFit Pulse 2,Noise,17,1635.78,71,4,0,none
2024-05-25,Mumbai,JBL Go 3,JBL,21,2153.85,83,7,0,none
2024-05-25,Bangalore,boAt Airdopes 141,boAt,29,1300.57,125,4,1,none
2024-05-25,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1538.26,79,5,0,none
2024-05-25,Bangalore,Samsung Galaxy M14 5G,Samsung,13,13936.52,34,4,0,none
2024-05-25,Bangalore,Noise ColorFit Pulse 2,Noise,22,1560.67,58,5,0,none
2024-05-25,Bangalore,JBL Go 3,JBL,18,2199.99,69,4,1,none
2024-05-25,Delhi,boAt Airdopes 141,boAt,34,1328.95,168,3,0,none
2024-05-25,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,18,1479.44,90,7,1,none
2024-05-25,Delhi,Samsung Galaxy M14 5G,Samsung,16,13833.52,71,4,0,none
2024-05-25,Delhi,Noise ColorFit Pulse 2,Noise,21,1583.23,63,3,1,none
2024-05-25,Delhi,JBL Go 3,JBL,20,2184.35,59,3,0,none
2024-05-26,Mumbai,boAt Airdopes 141,boAt,33,1277.58,156,4,0,none
2024-05-26,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,17,1464.57,74,3,0,none
2024-05-26,Mumbai,Samsung Galaxy M14 5G,Samsung,15,14197.03,39,4,0,none
2024-05-26,Mumbai,Noise ColorFit Pulse 2,Noise,21,1604.32,81,4,0,none
2024-05-26,Mumbai,JBL Go 3,JBL,19,2162.94,92,4,0,none
2024-05-26,Bangalore,boAt Airdopes 141,boAt,29,1250.46,100,4,0,none
2024-05-26,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1469.78,61,5,0,none
2024-05-26,Bangalore,Samsung Galaxy M14 5G,Samsung,12,13868.14,48,5,0,none
2024-05-26,Bangalore,Noise ColorFit Pulse 2,Noise,,1628.29,93,3,0,none
2024-05-26,Bangalore,JBL Go 3,JBL,17,2162.06,44,3,0,none
2024-05-26,Delhi,boAt Airdopes 141,boAt,33,1309.74,160,6,0,none
2024-05-26,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,,1545.52,51,6,0,none
2024-05-26,Delhi,Samsung Galaxy M14 5G,Samsung,14,13959.17,59,4,0,none
2024-05-26,Delhi,Noise ColorFit Pulse 2,Noise,22,1562.9,61,5,0,none
2024-05-26,Delhi,JBL Go 3,JBL,20,2170.12,98,5,1,none
2024-05-27,Mumbai,boAt Airdopes 141,boAt,27,,68,6,0,none
2024-05-27,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1507.71,66,3,0,none
2024-05-27,Mumbai,Samsung Galaxy M14 5G,Samsung,,13937.36,45,6,0,none
2024-05-27,Mumbai,Noise ColorFit Pulse 2,Noise,16,1625.22,57,5,0,none
2024-05-27,Mumbai,JBL Go 3,JBL,17,2215.19,57,7,0,none
2024-05-27,Bangalore,boAt Airdopes 141,boAt,22,1322.01,101,7,0,none
2024-05-27,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,13,,38,5,0,none
2024-05-27,Bangalore,Samsung Galaxy M14 5G,Samsung,11,13956.06,34,4,0,none
2024-05-27,Bangalore,Noise ColorFit Pulse 2,Noise,84,1625.6,391,7,0,none
2024-05-27,Bangalore,JBL Go 3,JBL,12,2241.93,34,5,0,none
2024-05-27,Delhi,boAt Airdopes 141,boAt,24,1312.29,109,7,0,none
2024-05-27,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,12,1485.8,44,6,0,none
2024-05-27,Delhi,Samsung Galaxy M14 5G,Samsung,,14159.39,38,7,0,none
2024-05-27,Delhi,Noise ColorFit Pulse 2,Noise,16,1553.34,70,7,0,none
2024-05-27,Delhi,JBL Go 3,JBL,16,2192.29,73,4,1,none
2024-05-28,Mumbai,boAt Airdopes 141,boAt,21,1269.56,89,5,0,none
2024-05-28,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1514.94,50,4,0,none
2024-05-28,Mumbai,Samsung Galaxy M14 5G,Samsung,13,14109.88,33,7,0,none
2024-05-28,Mumbai,Noise ColorFit Pulse 2,Noise,19,1560.3,84,3,0,none
2024-05-28,Mumbai,JBL Go 3,JBL,60,2154.62,215,7,1,none
2024-05-28,Bangalore,boAt Airdopes 141,boAt,27,1320.75,108,6,0,none
2024-05-28,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1532.07,64,4,0,none
2024-05-28,Bangalore,Samsung Galaxy M14 5G,Samsung,14,14113.0,46,3,0,none
2024-05-28,Bangalore,Noise ColorFit Pulse 2,Noise,17,1644.12,56,3,0,none
2024-05-28,Bangalore,JBL Go 3,JBL,16,2157.51,52,7,1,none
2024-05-28,Delhi,boAt Airdopes 141,boAt,26,1295.35,75,3,0,none
2024-05-28,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1449.41,38,5,0,none
2024-05-28,Delhi,Samsung Galaxy M14 5G,Samsung,12,14124.45,53,7,0,none
2024-05-28,Delhi,Noise ColorFit Pulse 2,Noise,16,1569.72,67,4,0,none
2024-05-28,Delhi,JBL Go 3,JBL,15,2198.58,61,6,1,none
2024-05-29,Mumbai,boAt Airdopes 141,boAt,25,1261.35,124,5,0,none
2024-05-29,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,,43,7,0,none
2024-05-29,Mumbai,Samsung Galaxy M14 5G,Samsung,14,14086.93,40,3,0,none
2024-05-29,Mumbai,Noise ColorFit Pulse 2,Noise,20,1636.87,83,4,1,none
2024-05-29,Mumbai,JBL Go 3,JBL,16,2210.65,75,4,0,none
2024-05-29,Bangalore,boAt Airdopes 141,boAt,31,1293.07,148,4,0,none
2024-05-29,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1508.51,52,3,0,none
2024-05-29,Bangalore,Samsung Galaxy M14 5G,Samsung,14,,50,3,0,none
2024-05-29,Bangalore,Noise ColorFit Pulse 2,Noise,18,1564.13,49,4,0,none
2024-05-29,Bangalore,JBL Go 3,JBL,17,2204.2,52,4,0,none
2024-05-29,Delhi,boAt Airdopes 141,boAt,32,1325.67,123,4,0,none
2024-05-29,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,12,1479.45,35,7,0,none
2024-05-29,Delhi,Samsung Galaxy M14 5G,Samsung,14,13908.4,58,3,0,none
2024-05-29,Delhi,Noise ColorFit Pulse 2,Noise,19,1647.44,50,3,0,none
2024-05-29,Delhi,JBL Go 3,JBL,,2210.37,47,4,0,none
2024-05-30,Mumbai,boAt Airdopes 141,boAt,24,1348.6,83,6,0,none
2024-05-30,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1511.41,44,4,0,none
2024-05-30,Mumbai,Samsung Galaxy M14 5G,Samsung,14,14046.68,50,5,1,none
2024-05-30,Mumbai,Noise ColorFit Pulse 2,Noise,,1556.84,45,7,0,none
2024-05-30,Mumbai,JBL Go 3,JBL,15,2248.92,71,5,0,none
2024-05-30,Bangalore,boAt Airdopes 141,boAt,24,1335.83,105,7,0,none
2024-05-30,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,13,1531.91,55,7,0,none
2024-05-30,Bangalore,Samsung Galaxy M14 5G,Samsung,15,13811.13,48,5,0,none
2024-05-30,Bangalore,Noise ColorFit Pulse 2,Noise,19,1627.05,57,6,0,none
2024-05-30,Bangalore,JBL Go 3,JBL,13,2171.29,39,4,0,none
2024-05-30,Delhi,boAt Airdopes 141,boAt,26,1298.63,113,5,0,none
2024-05-30,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,11,1537.3,48,3,0,none
2024-05-30,Delhi,Samsung Galaxy M14 5G,Samsung,,13850.7,38,5,0,none
2024-05-30,Delhi,Noise ColorFit Pulse 2,Noise,17,1613.25,63,6,0,none
2024-05-30,Delhi,JBL Go 3,JBL,14,2232.52,65,6,0,none
2024-05-31,Mumbai,boAt Airdopes 141,boAt,25,1262.01,93,6,0,none
2024-05-31,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,,67,3,0,none
2024-05-31,Mumbai,Samsung Galaxy M14 5G,Samsung,12,13928.69,58,3,0,none
2024-05-31,Mumbai,Noise ColorFit Pulse 2,Noise,20,1585.92,83,6,0,none
2024-05-31,Mumbai,JBL Go 3,JBL,17,2172.16,44,3,0,none
2024-05-31,Bangalore,boAt Airdopes 141,boAt,23,1264.8,92,5,0,none
2024-05-31,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,13,1497.52,56,7,0,none
2024-05-31,Bangalore,Samsung Galaxy M14 5G,Samsung,,13971.85,311,5,0,none
2024-05-31,Bangalore,Noise ColorFit Pulse 2,Noise,16,1567.44,,4,0,none
2024-05-31,Bangalore,JBL Go 3,JBL,16,2168.19,66,3,0,none
2024-05-31,Delhi,boAt Airdopes 141,boAt,,1325.44,89,6,0,none
2024-05-31,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1483.64,44,4,0,none
2024-05-31,Delhi,Samsung Galaxy M14 5G,Samsung,14,13804.97,53,5,0,none
2024-05-31,Delhi,Noise ColorFit Pulse 2,Noise,15,1616.87,48,4,0,none
2024-05-31,Delhi,JBL Go 3,JBL,16,2243.73,64,5,0,none
2024-06-01,Mumbai,boAt Airdopes 141,boAt,33,1296.98,119,5,0,none
2024-06-01,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,17,1517.04,66,7,0,none
2024-06-01,Mumbai,Samsung Galaxy M14 5G,Samsung,17,14083.29,43,3,0,none
2024-06-01,Mumbai,Noise ColorFit Pulse 2,Noise,23,1578.54,66,5,0,none
2024-06-01,Mumbai,JBL Go 3,JBL,19,2165.38,48,7,0,none
2024-06-01,Bangalore,boAt Airdopes 141,boAt,35,1290.45,101,4,0,none
2024-06-01,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,,1486.99,84,4,0,none
2024-06-01,Bangalore,Samsung Galaxy M14 5G,Samsung,13,14127.1,61,7,0,none
2024-06-01,Bangalore,Noise ColorFit Pulse 2,Noise,21,1608.66,80,5,1,none
2024-06-01,Bangalore,JBL Go 3,JBL,,2208.9,63,3,0,none
2024-06-01,Delhi,boAt Airdopes 141,boAt,28,,126,6,0,none
2024-06-01,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,17,1480.27,53,5,0,none
2024-06-01,Delhi,Samsung Galaxy M14 5G,Samsung,18,13815.13,49,4,0,none
2024-06-01,Delhi,Noise ColorFit Pulse 2,Noise,20,1571.3,65,6,0,none
2024-06-01,Delhi,JBL Go 3,JBL,18,2188.49,67,5,0,none
2024-06-02,Mumbai,boAt Airdopes 141,boAt,,1300.37,133,3,0,none
2024-06-02,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,13,1473.7,60,6,0,none
2024-06-02,Mumbai,Samsung Galaxy M14 5G,Samsung,13,14005.46,47,5,1,none
2024-06-02,Mumbai,Noise ColorFit Pulse 2,Noise,21,1640.13,81,7,0,none
2024-06-02,Mumbai,JBL Go 3,JBL,20,2191.01,92,5,0,none
2024-06-02,Bangalore,boAt Airdopes 141,boAt,32,1262.21,116,4,0,none
2024-06-02,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,19,1520.91,65,3,0,none
2024-06-02,Bangalore,Samsung Galaxy M14 5G,Samsung,19,14139.07,85,3,0,none
2024-06-02,Bangalore,Noise ColorFit Pulse 2,Noise,144,1601.64,418,6,0,none
2024-06-02,Bangalore,JBL Go 3,JBL,19,2200.06,81,4,0,none
2024-06-02,Delhi,boAt Airdopes 141,boAt,30,1336.63,126,6,0,none
2024-06-02,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1489.47,62,3,0,none
2024-06-02,Delhi,Samsung Galaxy M14 5G,Samsung,13,14166.14,43,4,0,none
2024-06-02,Delhi,Noise ColorFit Pulse 2,Noise,21,1632.48,56,6,0,none
2024-06-02,Delhi,JBL Go 3,JBL,15,2183.68,63,4,1,none
2024-06-03,Mumbai,boAt Airdopes 141,boAt,24,1252.18,81,6,0,none
2024-06-03,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1483.23,43,3,0,none
2024-06-03,Mumbai,Samsung Galaxy M14 5G,Samsung,16,13809.76,79,3,0,none
2024-06-03,Mumbai,Noise ColorFit Pulse 2,Noise,19,1598.58,78,6,0,none
2024-06-03,Mumbai,JBL Go 3,JBL,14,2230.37,69,6,0,none
2024-06-03,Bangalore,boAt Airdopes 141,boAt,25,1254.86,70,7,0,none
2024-06-03,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1495.31,40,6,0,none
2024-06-03,Bangalore,Samsung Galaxy M14 5G,Samsung,10,14015.67,47,3,0,none
2024-06-03,Bangalore,Noise ColorFit Pulse 2,Noise,21,1603.4,58,5,0,none
2024-06-03,Bangalore,JBL Go 3,JBL,15,2178.25,,6,1,none
2024-06-03,Delhi,boAt Airdopes 141,boAt,26,1292.48,111,6,0,none
2024-06-03,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1520.04,40,7,0,none
2024-06-03,Delhi,Samsung Galaxy M14 5G,Samsung,13,14120.75,62,5,0,none
2024-06-03,Delhi,Noise ColorFit Pulse 2,Noise,18,1583.79,68,7,0,none
2024-06-03,Delhi,JBL Go 3,JBL,17,2167.69,49,6,0,none
2024-06-04,Mumbai,boAt Airdopes 141,boAt,26,1329.79,129,3,0,none
2024-06-04,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,15,1467.93,71,5,0,none
2024-06-04,Mumbai,Samsung Galaxy M14 5G,Samsung,11,13816.59,47,3,0,none
2024-06-04,Mumbai,Noise ColorFit Pulse 2,Noise,20,1577.32,79,5,0,none
2024-06-04,Mumbai,JBL Go 3,JBL,14,2199.79,37,4,0,none
2024-06-04,Bangalore,boAt Airdopes 141,boAt,21,1313.31,87,5,0,none
2024-06-04,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1501.84,64,4,0,none
2024-06-04,Bangalore,Samsung Galaxy M14 5G,Samsung,14,14184.03,55,5,0,none
2024-06-04,Bangalore,Noise ColorFit Pulse 2,Noise,16,1574.31,40,7,0,none
2024-06-04,Bangalore,JBL Go 3,JBL,,2180.17,38,4,0,none
2024-06-04,Delhi,boAt Airdopes 141,boAt,26,1309.24,130,4,0,none
