date,production_unit,product_name,fabric_type,production_quantity,raw_material_cost_per_unit,finished_goods_stock,production_lead_time_days,export_order_flag,season_event
2024-05-19,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,46,213.31,179,5,0,Wedding Season
2024-05-19,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,23,280.49,84,10,0,Wedding Season
2024-05-19,Unit-Ludhiana,Kids Denim Jeans,Denim,48,319.54,105,7,0,Wedding Season
2024-05-19,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,46,455.12,126,5,0,Wedding Season
2024-05-19,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,85,142.17,248,5,0,Wedding Season
2024-05-19,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,50,216.29,196,7,0,Wedding Season
2024-05-19,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,17,266.11,36,5,1,Wedding Season
2024-05-19,Unit-Jaipur,Kids Denim Jeans,Denim,52,314.38,118,7,0,Wedding Season
2024-05-19,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,,442.26,146,10,0,Wedding Season
2024-05-20,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,220,138.9,442,14,0,Wedding Season
2024-05-20,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,126,205.89,294,10,1,Wedding Season
2024-05-20,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,250,279.41,585,14,0,Wedding Season
2024-05-20,Unit-Tirupur,Kids Denim Jeans,Denim,126,322.12,340,7,0,Wedding Season
2024-05-20,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,,465.57,268,10,1,Wedding Season
2024-05-20,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,214,141.65,846,14,0,Wedding Season
2024-05-20,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,142,220.5,554,5,0,Wedding Season
2024-05-20,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,51,271.27,130,7,0,Wedding Season
2024-05-20,Unit-Ludhiana,Kids Denim Jeans,Denim,118,302.13,303,5,0,Wedding Season
2024-05-20,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,105,463.36,240,5,0,Wedding Season
2024-05-20,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,232,145.14,527,7,0,Wedding Season
2024-05-20,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,127,214.71,338,5,0,Wedding Season
2024-05-20,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,49,268.36,142,10,0,Wedding Season
2024-05-20,Unit-Jaipur,Kids Denim Jeans,Denim,116,306.84,287,10,0,Wedding Season
2024-05-20,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,124,452.04,,7,0,Wedding Season
2024-05-21,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,220,130.82,643,10,0,Wedding Season
2024-05-21,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,109,224.01,355,14,0,Wedding Season
2024-05-21,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,52,282.22,108,10,0,Wedding Season
2024-05-21,Unit-Tirupur,Kids Denim Jeans,Denim,114,318.15,255,14,0,Wedding Season
2024-05-21,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,90,453.24,219,5,0,Wedding Season
2024-05-21,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,,135.53,527,7,0,Wedding Season
2024-05-21,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,117,228.46,278,10,0,Wedding Season
2024-05-21,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,59,283.82,150,10,0,Wedding Season
2024-05-21,Unit-Ludhiana,Kids Denim Jeans,Denim,113,320.16,266,7,0,Wedding Season
2024-05-21,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,111,464.12,407,14,0,Wedding Season
2024-05-21,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,245,142.7,776,14,0,Wedding Season
2024-05-21,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,104,227.94,357,7,0,Wedding Season
2024-05-21,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,60,272.82,234,14,1,Wedding Season
2024-05-21,Unit-Jaipur,Kids Denim Jeans,Denim,125,319.13,456,5,0,Wedding Season
2024-05-21,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,109,446.33,378,14,1,Wedding Season
2024-05-22,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,235,136.62,484,10,0,Wedding Season
2024-05-22,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,111,228.04,385,14,1,Wedding Season
2024-05-22,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,49,274.55,187,10,0,Wedding Season
2024-05-22,Unit-Tirupur,Kids Denim Jeans,Denim,109,300.01,277,5,0,Wedding Season
2024-05-22,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,129,445.68,264,14,0,Wedding Season
2024-05-22,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,214,147.97,739,7,0,Wedding Season
2024-05-22,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,124,209.01,411,7,0,Wedding Season
2024-05-22,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,48,288.55,191,7,0,Wedding Season
2024-05-22,Unit-Ludhiana,Kids Denim Jeans,Denim,118,310.63,390,10,0,Wedding Season
2024-05-22,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,125,441.56,309,5,0,Wedding Season
2024-05-22,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,256,137.19,823,10,0,Wedding Season
2024-05-22,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,120,207.84,267,14,0,Wedding Season
2024-05-22,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,54,271.63,203,14,0,Wedding Season
2024-05-22,Unit-Jaipur,Kids Denim Jeans,Denim,119,304.34,424,14,1,Wedding Season
2024-05-22,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,109,466.29,339,10,1,Wedding Season
2024-05-23,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,202,130.43,698,10,0,Wedding Season
2024-05-23,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,130,214.9,375,10,0,Wedding Season
2024-05-23,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,44,266.32,130,10,1,Wedding Season
2024-05-23,Unit-Tirupur,Kids Denim Jeans,Denim,108,319.26,234,7,0,Wedding Season
2024-05-23,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,124,446.3,398,10,1,Wedding Season
2024-05-23,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,252,137.47,838,7,0,Wedding Season
2024-05-23,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,118,230.61,260,10,1,Wedding Season
2024-05-23,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,46,267.41,112,7,0,Wedding Season
2024-05-23,Unit-Ludhiana,Kids Denim Jeans,Denim,126,309.31,398,5,0,Wedding Season
2024-05-23,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,121,452.35,381,10,0,Wedding Season
2024-05-23,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,230,131.41,796,10,0,Wedding Season
2024-05-23,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,131,224.98,285,10,0,Wedding Season
2024-05-23,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,54,289.03,161,14,0,Wedding Season
2024-05-23,Unit-Jaipur,Kids Denim Jeans,Denim,134,324.44,281,14,0,Wedding Season
2024-05-23,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,117,453.26,296,14,1,Wedding Season
2024-05-24,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,211,144.07,567,7,0,Wedding Season
2024-05-24,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,130,226.03,416,10,0,Wedding Season
2024-05-24,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,56,294.16,194,10,0,Wedding Season
2024-05-24,Unit-Tirupur,Kids Denim Jeans,Denim,112,324.99,410,5,1,Wedding Season
2024-05-24,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,91,431.1,210,7,0,Wedding Season
2024-05-24,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,186,137.89,411,14,0,Wedding Season
2024-05-24,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,124,221.64,473,7,0,Wedding Season
2024-05-24,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,52,278.83,122,5,0,Wedding Season
2024-05-24,Unit-Ludhiana,Kids Denim Jeans,Denim,118,296.84,270,10,0,Wedding Season
2024-05-24,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,97,462.87,232,14,1,Wedding Season
2024-05-24,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,266,144.93,597,5,1,Wedding Season
2024-05-24,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,109,228.57,270,5,0,Wedding Season
2024-05-24,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,54,289.15,192,7,0,Wedding Season
2024-05-24,Unit-Jaipur,Kids Denim Jeans,Denim,126,312.11,309,5,1,Wedding Season
2024-05-24,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,111,456.92,420,10,0,Wedding Season
2024-05-25,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,166,138.93,473,7,1,Wedding Season
2024-05-25,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,95,,,14,0,Wedding Season
2024-05-25,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,33,281.78,67,7,0,Wedding Season
2024-05-25,Unit-Tirupur,Kids Denim Jeans,Denim,95,307.0,252,7,0,Wedding Season
2024-05-25,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,83,453.08,258,7,0,Wedding Season
2024-05-25,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,149,149.87,386,5,0,Wedding Season
2024-05-25,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,86,206.72,242,14,0,Wedding Season
2024-05-25,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,33,277.53,98,14,0,Wedding Season
2024-05-25,Unit-Ludhiana,Kids Denim Jeans,Denim,101,308.31,329,14,0,Wedding Season
2024-05-25,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,72,434.18,167,7,0,Wedding Season
2024-05-25,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,178,147.36,497,10,0,Wedding Season
2024-05-25,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,85,230.41,253,14,0,Wedding Season
2024-05-25,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,35,285.28,87,14,1,Wedding Season
2024-05-25,Unit-Jaipur,Kids Denim Jeans,Denim,87,323.81,245,5,0,Wedding Season
2024-05-25,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,86,435.65,203,5,0,Wedding Season
2024-05-26,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,100,147.46,339,10,0,Wedding Season
2024-05-26,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,46,208.92,173,14,0,Wedding Season
2024-05-26,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,14,270.16,54,14,0,Wedding Season
2024-05-26,Unit-Tirupur,Kids Denim Jeans,Denim,48,307.18,158,5,0,Wedding Season
2024-05-26,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,,451.25,162,7,0,Wedding Season
2024-05-26,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,73,142.2,244,7,0,Wedding Season
2024-05-26,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,52,225.28,149,10,0,Wedding Season
2024-05-26,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,22,270.84,60,10,0,Wedding Season
2024-05-26,Unit-Ludhiana,Kids Denim Jeans,Denim,46,305.55,175,5,0,Wedding Season
2024-05-26,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,43,464.26,149,14,0,Wedding Season
2024-05-26,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,98,139.69,203,7,0,Wedding Season
2024-05-26,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,244,234.62,924,7,0,Wedding Season
2024-05-26,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,14,279.52,55,5,0,Wedding Season
2024-05-26,Unit-Jaipur,Kids Denim Jeans,Denim,,296.58,183,7,0,Wedding Season
2024-05-26,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,41,,,7,0,Wedding Season
2024-05-27,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,233,134.96,729,14,1,Wedding Season
2024-05-27,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,125,213.63,263,10,0,Wedding Season
2024-05-27,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,50,,137,7,0,Wedding Season
2024-05-27,Unit-Tirupur,Kids Denim Jeans,Denim,140,319.96,339,10,0,Wedding Season
2024-05-27,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,108,450.34,402,5,0,Wedding Season
2024-05-27,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,233,,835,7,0,Wedding Season
2024-05-27,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,125,216.6,391,5,0,Wedding Season
2024-05-27,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,48,268.15,103,7,0,Wedding Season
2024-05-27,Unit-Ludhiana,Kids Denim Jeans,Denim,131,302.12,301,5,0,Wedding Season
2024-05-27,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,95,451.55,233,10,0,Wedding Season
2024-05-27,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,230,142.17,661,10,0,Wedding Season
2024-05-27,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,100,229.3,237,14,0,Wedding Season
2024-05-27,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,50,271.3,131,7,0,Wedding Season
2024-05-27,Unit-Jaipur,Kids Denim Jeans,Denim,104,311.03,414,14,0,Wedding Season
2024-05-27,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,102,468.14,376,7,0,Wedding Season
2024-05-28,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,226,135.93,765,7,0,Wedding Season
2024-05-28,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,130,234.07,457,10,0,Wedding Season
2024-05-28,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,280,271.3,919,7,1,Wedding Season
2024-05-28,Unit-Tirupur,Kids Denim Jeans,Denim,129,318.01,,14,0,Wedding Season
2024-05-28,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,103,442.71,225,7,1,Wedding Season
2024-05-28,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,220,147.76,664,7,0,Wedding Season
2024-05-28,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,109,218.91,284,14,0,Wedding Season
2024-05-28,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,49,291.46,104,5,1,Wedding Season
2024-05-28,Unit-Ludhiana,Kids Denim Jeans,Denim,125,322.13,338,5,0,Wedding Season
2024-05-28,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,101,459.47,286,10,1,Wedding Season
2024-05-28,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,216,137.82,798,7,1,Wedding Season
2024-05-28,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,,226.11,302,7,0,Wedding Season
2024-05-28,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,36,,115,10,0,Wedding Season
2024-05-28,Unit-Jaipur,Kids Denim Jeans,Denim,129,298.54,272,5,0,Wedding Season
2024-05-28,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,114,444.61,393,7,0,Wedding Season
2024-05-29,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,206,143.78,447,5,1,Wedding Season
2024-05-29,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,,226.23,414,7,0,Wedding Season
2024-05-29,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,41,,162,14,1,Wedding Season
2024-05-29,Unit-Tirupur,Kids Denim Jeans,Denim,145,323.54,369,10,0,Wedding Season
2024-05-29,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,109,463.26,403,14,0,Wedding Season
2024-05-29,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,258,140.49,561,7,0,Wedding Season
2024-05-29,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,110,208.94,381,10,0,Wedding Season
2024-05-29,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,57,269.33,134,14,1,Wedding Season
2024-05-29,Unit-Ludhiana,Kids Denim Jeans,Denim,113,299.77,398,14,0,Wedding Season
2024-05-29,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,113,434.27,340,5,0,Wedding Season
2024-05-29,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,234,140.5,659,14,0,Wedding Season
2024-05-29,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,117,227.05,250,10,0,Wedding Season
2024-05-29,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,42,287.78,141,14,0,Wedding Season
2024-05-29,Unit-Jaipur,Kids Denim Jeans,Denim,82,306.03,283,10,0,Wedding Season
2024-05-29,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,,450.71,328,10,0,Wedding Season
2024-05-30,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,287,138.41,984,7,0,Wedding Season
2024-05-30,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,102,228.14,252,7,0,Wedding Season
2024-05-30,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,52,283.7,121,10,0,Wedding Season
2024-05-30,Unit-Tirupur,Kids Denim Jeans,Denim,107,299.02,410,7,0,Wedding Season
2024-05-30,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,92,,326,7,0,Wedding Season
2024-05-30,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,199,141.39,775,5,0,Wedding Season
2024-05-30,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,125,211.64,420,10,0,Wedding Season
2024-05-30,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,52,267.16,188,10,0,Wedding Season
2024-05-30,Unit-Ludhiana,Kids Denim Jeans,Denim,113,319.18,322,5,0,Wedding Season
2024-05-30,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,84,440.88,315,14,0,Wedding Season
2024-05-30,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,1150,146.44,4137,14,0,Wedding Season
2024-05-30,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,135,210.24,321,14,0,Wedding Season
2024-05-30,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,55,272.84,194,14,0,Wedding Season
2024-05-30,Unit-Jaipur,Kids Denim Jeans,Denim,86,302.42,204,5,0,Wedding Season
2024-05-30,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,119,454.64,246,7,0,Wedding Season
2024-05-31,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,207,131.19,592,5,0,Wedding Season
2024-05-31,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,105,205.33,388,10,0,Wedding Season
2024-05-31,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,44,287.86,175,14,1,Wedding Season
2024-05-31,Unit-Tirupur,Kids Denim Jeans,Denim,129,314.34,359,14,1,Wedding Season
2024-05-31,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,108,442.21,315,10,0,Wedding Season
2024-05-31,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,,144.33,826,14,0,Wedding Season
2024-05-31,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,124,229.78,435,10,0,Wedding Season
2024-05-31,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,59,265.13,,14,0,Wedding Season
2024-05-31,Unit-Ludhiana,Kids Denim Jeans,Denim,104,304.27,217,7,0,Wedding Season
2024-05-31,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,,432.59,446,5,0,Wedding Season
2024-05-31,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,255,147.37,570,5,1,Wedding Season
2024-05-31,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,121,205.87,306,14,0,Wedding Season
2024-05-31,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,44,289.77,172,5,0,Wedding Season
2024-05-31,Unit-Jaipur,Kids Denim Jeans,Denim,139,323.46,327,5,1,Wedding Season
2024-05-31,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,89,452.62,259,10,0,Wedding Season
2024-06-01,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,146,131.47,383,14,0,Wedding Season
2024-06-01,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,102,219.25,,14,0,Wedding Season
2024-06-01,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,37,284.38,125,5,1,Wedding Season
2024-06-01,Unit-Tirupur,Kids Denim Jeans,Denim,88,323.1,289,7,1,Wedding Season
2024-06-01,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,85,443.27,282,7,0,Wedding Season
2024-06-01,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,178,135.82,432,5,0,Wedding Season
2024-06-01,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,91,227.27,262,14,0,Wedding Season
2024-06-01,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,36,274.77,112,7,0,Wedding Season
2024-06-01,Unit-Ludhiana,Kids Denim Jeans,Denim,92,304.44,359,7,0,Wedding Season
2024-06-01,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,80,465.34,289,10,1,Wedding Season
2024-06-01,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,185,,680,10,0,Wedding Season
2024-06-01,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,95,207.12,255,14,1,Wedding Season
2024-06-01,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,33,277.51,82,7,0,Wedding Season
2024-06-01,Unit-Jaipur,Kids Denim Jeans,Denim,92,301.17,247,14,0,Wedding Season
2024-06-01,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,85,463.46,217,10,0,Wedding Season
2024-06-02,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,75,130.23,152,5,0,Wedding Season
2024-06-02,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,45,228.0,95,5,0,Wedding Season
2024-06-02,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,23,268.78,70,5,0,Wedding Season
2024-06-02,Unit-Tirupur,Kids Denim Jeans,Denim,48,,126,5,0,Wedding Season
2024-06-02,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,37,445.47,,10,0,Wedding Season
2024-06-02,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,92,139.8,215,14,0,Wedding Season
2024-06-02,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,52,230.43,156,7,0,Wedding Season
2024-06-02,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,20,290.68,78,7,0,Wedding Season
2024-06-02,Unit-Ludhiana,Kids Denim Jeans,Denim,43,299.29,155,5,0,Wedding Season
2024-06-02,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,,461.82,99,14,0,Wedding Season
2024-06-02,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,93,131.57,348,14,0,Wedding Season
2024-06-02,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,52,226.27,,7,0,Wedding Season
2024-06-02,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,18,268.08,67,7,0,Wedding Season
2024-06-02,Unit-Jaipur,Kids Denim Jeans,Denim,,305.59,83,14,0,Wedding Season
2024-06-02,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,38,435.94,107,7,0,Wedding Season
2024-06-03,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,220,137.98,521,7,0,Wedding Season
2024-06-03,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,121,216.0,324,14,0,Wedding Season
2024-06-03,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,41,268.03,143,10,0,Wedding Season
2024-06-03,Unit-Tirupur,Kids Denim Jeans,Denim,114,309.69,318,10,0,Wedding Season
2024-06-03,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,102,461.82,325,5,0,Wedding Season
2024-06-03,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,,149.05,900,10,0,Wedding Season
2024-06-03,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,110,215.31,369,5,1,Wedding Season
2024-06-03,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,49,291.75,140,7,1,Wedding Season
2024-06-03,Unit-Ludhiana,Kids Denim Jeans,Denim,109,308.02,379,10,0,Wedding Season
2024-06-03,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,101,462.65,206,10,0,Wedding Season
2024-06-03,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,196,144.52,666,5,0,Wedding Season
2024-06-03,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,135,219.26,310,14,0,Wedding Season
2024-06-03,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,53,275.09,123,7,0,Wedding Season
2024-06-03,Unit-Jaipur,Kids Denim Jeans,Denim,119,303.6,,7,0,Wedding Season
2024-06-03,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,96,443.81,224,5,0,Wedding Season
2024-06-04,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,211,136.16,698,7,0,Wedding Season
2024-06-04,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,141,224.06,331,5,0,Wedding Season
2024-06-04,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,53,275.74,125,7,0,Wedding Season
2024-06-04,Unit-Tirupur,Kids Denim Jeans,Denim,105,324.28,386,7,0,Wedding Season
2024-06-04,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,107,433.69,,7,0,Wedding Season
2024-06-04,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,233,131.79,625,7,0,Wedding Season
2024-06-04,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,127,232.96,262,7,0,Wedding Season
2024-06-04,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,53,287.57,119,5,0,Wedding Season
2024-06-04,Unit-Ludhiana,Kids Denim Jeans,Denim,108,315.08,356,5,0,Wedding Season
2024-06-04,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,120,468.17,458,10,1,Wedding Season
2024-06-04,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,206,134.32,716,5,1,Wedding Season
